Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Insect Collection 791857,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Moultrie,"7.3 km NEN Bethany, upstr. 1850N", ,West Okaw River,39.67636,-88.66329, ,10,05/22/2015, ,E.J. South, , ,E.J. South,2015, , , , ,12, , , , , ,Vial,4/8/2016 12:00:00 AM,4/12/2016 12:00:00 AM
Insect Collection 791882,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Moultrie,"7.3 km NEN Bethany, upstr. 1850N", ,West Okaw River,39.67636,-88.66329, ,10,05/22/2015, ,E.J. South, , ,E.J. South,2015, , , , ,2, , , , , ,Vial,4/8/2016 12:00:00 AM,4/12/2016 12:00:00 AM
Insect Collection 792011,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Moultrie,5.0 km ENE Bethany at 1750N, ,West Okaw River,39.66099,-88.68367, ,10,05/22/2015, ,E.J. South, , ,E.J. South,2015, , , , ,22, , , , , ,Vial,4/22/2016 12:00:00 AM,4/22/2016 12:00:00 AM
Insect Collection 792042,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Moultrie,5.0 km ENE Bethany at 1750N, ,West Okaw River,39.66099,-88.68367, ,10,05/22/2015, ,E.J. South, , ,E.J. South,2015, , , , ,6, , , , , ,Vial,4/22/2016 12:00:00 AM,4/22/2016 12:00:00 AM
Insect Collection 788887,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Bond,10.4 km S Greenville at Lake Lola Ave., ,Beaver Creek,38.79981,-89.42702, ,10,06/04/2014, ,E.J. South, ,Wood 1,E. J. South,2014, , , , ,6, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788891,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Bond,10.4 km S Greenville at Lake Lola Ave., ,Beaver Creek,38.79981,-89.42702, ,10,06/04/2014, ,E.J. South, ,Wood 2,E. J. South,2014, , , , ,5, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788897,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Madison,8.3 km SSE Highland at 100N (Rinderer Road), ,Sugar Creek,38.67084,-89.63426, ,10,06/05/2014, ,E.J. South, ,Wood 2,E. J. South,2014, , , , ,3, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788905,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,10.1 km WSW Freeburg at Knab Road, ,West Fork Richmand Creek,38.38109,-90.01373, ,10,06/05/2014, ,E.J. South, ,Riffle 1,E. J. South,2014, , , , ,21, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788909,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,10.1 km WSW Freeburg at Knab Road, ,West Fork Richmand Creek,38.38109,-90.01373, ,10,06/05/2014, ,E.J. South, ,Riffle 2,E. J. South,2014, , , , ,28, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788919,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,10.1 km WSW Freeburg at Knab Road, ,West Fork Richmand Creek,38.38109,-90.01373, ,10,06/05/2014, ,E.J. South, ,Bank 2,E. J. South,2014, , , , ,1, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788929,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,11.7 km SSE Millstadt at Buss Branch Road, ,Prairie du Long Creek,38.35994,-90.05818, ,10,06/05/2014, ,E.J. South, ,Wood 1,E. J. South,2014, , , , ,7, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788933,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,11.7 km SSE Millstadt at Buss Branch Road, ,Prairie du Long Creek,38.35994,-90.05818, ,10,06/05/2014, ,E.J. South, ,Wood 2,E. J. South,2014, , , , ,7, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788957,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,8.8 km S Millstadt dwnstr. Vogel School Road, ,Prairie du Long Creek,38.38227,-90.08219, ,10,06/09/2014, ,E.J. South, ,Riffle 1,E. J. South,2014, , , , ,5, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788968,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,8.8 km S Millstadt dwnstr. Vogel School Road, ,Prairie du Long Creek,38.38227,-90.08219, ,10,06/09/2014, ,E.J. South, ,Riffle 2,E. J. South,2014, , , , ,10, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788983,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,10.3 km S Millstadt at 2 (Floraville Road), ,Gerhardt Creek,38.36879,-90.09027, ,10,06/09/2014, ,E.J. South, ,Riffle 2,E. J. South,2014, , , , ,33, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788977,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,St. Clair,10.3 km S Millstadt at 2 (Floraville Road), ,Gerhardt Creek,38.36879,-90.09027, ,10,06/09/2014, ,E.J. South, ,Riffle 1,R.E. DeWalt,2014, , , , ,46, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
Insect Collection 788987,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,intercalaris, ,McDunnough,1921,United States,Illinois,Randolph,6.6 km SSe Red Bug at 9464 (First Road), ,Horse Creek,38.15455,-89.97341, ,10,06/09/2014, ,E.J. South, ,Wood 1,E. J. South,2014, , , , ,28, , , , , ,Vial,1/9/2015 12:00:00 AM,4/12/2015 12:00:00 AM
 ,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,caelestis, ,Allen & Murvosh,1983, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,moffatti, ,Dodds,1923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,rusticans, ,McDunnough,1925, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
