Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Ephemeroptera 4582,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Missouri,Oregon,Mammoth Springs, , ,36.5049,-91.5377, ,10000,06/06/1937, ,H.H. Ross, , , , , , , , , , , ,2, , ,Vial,10/22/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4550,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Kentucky,Bell,Pineville, ,Cumberland River,36.76256,-83.69225, ,1000,06/24/1938, ,"T.H. Frison, T.H. Frison, Jr.", , , , , , , , , , , ,1, , ,Vial,10/21/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4722,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Kentucky,Powell,Slade, ,[Middle Fork Red River],37.79508,-83.70408, ,1000,05/08/1947, ,"P.O. Ritcher, M.W. Sanderson", , , , , , , , , , , ,8, , ,Vial,11/11/1998 12:00:00 AM,11/3/2015 12:00:00 AM
Ephemeroptera 4570,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Maryland,Allegany,Piney Grove, , ,39.70592,-78.37724, ,1000,04/19/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , ,1, , ,Vial,10/22/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4542,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Kent,Grand Rapids, ,[Grand River],42.96333,-85.66806, ,10000,05/23/1936, ,"T.H. Frison, H.H. Ross", , , , , , ,1, , , , , , , ,Vial,10/21/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4581,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee,Sevier,Sevierville, , ,35.86806,-83.56194, ,10000,06/11/1935, ,H.H. Ross, , , , , , , , , , , ,2, , ,Vial,10/22/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4634,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee, ,Ozone, , ,35.75,-86.25, ,1000000,06/11/1935, ,H.H. Ross, , , , , , , , , , , ,1, , ,Vial,10/29/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4693,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee,Polk,Parksville, , ,35.09917,-84.65083, ,10000,04/25/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , ,2, , ,Vial,11/5/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4694,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee,Polk,Parksville, , ,35.09917,-84.65083, ,10000,04/25/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , ,11, , ,Vial,11/5/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4705,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee,Bedford,Shelbyville at Rt 64, ,Duck River,35.48359,-86.46401, ,10,04/26/1938, ,"H.H. Ross, B.D. Burks", , , , , , , , , , , ,1, , ,Vial,11/6/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4726,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Virginia, ,Little Stoney Mountain Lake, ,Little Stoney Mt. Lake, , , , ,07/29/1941, ,Cole, , ,B.D. Burks, , , , , , , , ,1, , ,Vial,11/11/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 4596,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Washington,Spokane,Spokane, , ,47.65889,-117.425, ,10000,01/01/1940,12/31/1940,P. Y. Gustofsom, , , , , , ,1, , , , , , , ,Vial,10/23/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4532,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin, ,Dells, ,Wisconsin River,43.6275,-89.77083, ,10000,06/01/1936, ,"T.H. Frison, H.H. Ross", , , , , , , , , , , ,1, , ,Vial,10/21/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4616,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Utah,Cache,Logan Canyon, ,[Logan River],41.74721,-111.73975, ,10000,04/18/1937, ,R.E. Nye, , , , , , , , , , , ,3, , ,Vial,10/25/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4691,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Tennessee,Sevier,Gatlinburg, ,Fighting Creek,35.71417,-83.51028, ,10000,05/27/1934, ,T.H. Frison, , , , , , , , , , , ,2, , ,Vial,11/5/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4565,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States, , ,Consolation Lake, ,Consolation Lake, , , , ,08/11/1936, , , , ,B.D. Burks, , , , , , , , ,3, , ,Vial,10/22/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 4566,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States, , ,Consolation Lake, ,Consolation Lake, , , , ,08/11/1936, , , , ,B.D. Burks, , , , , , , , ,4, , ,Vial,10/22/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 4617,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Utah,Cache,Logan, , ,41.73556,-111.83361, ,10000,03/07/1937, ,W.R.N, , , , , , , , , , , ,6, , ,Vial,10/25/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 103,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wyoming,Albany, ,Medicine Bow National Forest,Creek between Broklyn & Glacier Lakes, , , , ,09/02/1989, ,M.A. Harris, , , , , , , , , , , ,8, , ,Vial,5/22/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 104,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wyoming,Albany, ,Medicine Bow National Forest,Creek between Broklyn & Glacier Lakes, , , , ,09/02/1989, ,M.A. Harris, , , , , , , , , , , ,6, , ,Vial,5/22/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 106,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wyoming,Albany, ,Medicine Bow National Forest,Creek between Broklyn & Glacier Lakes, , , , ,09/02/1989, ,M.A. Harris, , , , , , , , , , , ,1, , ,Vial,5/22/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4580,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,British Columbia,New Westminster,Stave Falls, ,Minnies Creek, , , , ,07/06/1940, ,"H.H. Ross, J.A. Ross", , , , , , , , , , , ,1, , ,Vial,10/22/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4668,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,New Brunswick,Charlotte,Pennfield, , ,45.11667,-66.68333, ,10000,08/20/1939, ,"T.H. Frison, T.H. Frison, Jr.", , , , , , , , , , , ,13, , ,Vial,11/3/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4719,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,Ontario,Kenora,"Mouth of Albany River, James Bay", ,Albany River, , , , ,06/24/1947, , , , , , , , , , , , , ,2, , ,Vial,11/11/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 312,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Switzerland,Vaud, ,Belmont, , , , , , ,08/24/1946, ,F. Schmid, , , , , , , , , , , ,1, , ,Pin,10/23/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 313,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Switzerland,Vaud, ,Belmont, , , , , , ,08/24/1946, ,F. Schmid, , , , , , , , , , , ,1, , ,Pin,10/23/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 314,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Switzerland,Vaud, ,Vallorbe, , ,46.71,6.38, ,10000,09/24/1946, ,F. Schmid, , , , , , , , , , , ,1, , ,Pin,10/23/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 315,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Switzerland,Vaud, ,Vallorbe, , ,46.71,6.38, ,10000,09/24/1946, ,F. Schmid, , , , , , , , , , , ,1, , ,Pin,10/23/1995 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4623,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Madagascar, , ,"Km. 57, route Anosibe", , ,-19.433,48.217, ,10000,01/01/1955,12/31/1955,Paulian, , , , , , , , , , , ,1, , ,Vial,10/29/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4585,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Alabama,Walker,2 mi S Dora, , ,33.6984,-87.0903, ,10000, , , , , ,B.D. Burks, , , , ,3, , , , , , ,Vial,10/22/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Insect Collection 566070,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,Ontario, ,S Batchawana on Rt. 17, ,Chippewa River,46.92838,-84.42626, ,10,03/23/2009, , , , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,6/22/2012 12:00:00 AM,7/17/2017 12:00:00 AM
Insect Collection 9911,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,North Carolina,Swain,2nd footbridge upstream from Deep Creek Campground on Deep Creek Trail,Great Smoky Mountains National Park,Deep Creek,35.47295,-83.43002,594,10,05/24/2003, ,"R.E. DeWalt, B.D. Heinold",Blacklight,Stream,M. Meyer,2003, , , ,1, , , , , , ,Vial,8/22/2003 12:00:00 AM,4/10/2008 12:00:00 AM
Insect Collection 38362,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,North Carolina,Swain,First footbridge North of Camp 90,Great Smoky Mountains National ParK,Eagle Creek,35.488,-83.7718,533,10,07/04/2004, ,R.E. DeWalt,Blacklight,stream,R.E. DeWalt,2004, , ,2,2, , , , , , ,Vial,7/16/2004 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 9947,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,North Carolina,Swain,75m upstream of confluence with Eagle Creek near camp 89,Great Smoky Mountains National Park,Ekeneetlee Creek,35.4981,-83.7664,585,10,06/10/2003,06/11/2003,"B.D. Heinold, S. Higdon",Sweep net,Stream,M. Meyer,2003, , , , ,1, , , , , ,Vial,8/22/2003 12:00:00 AM,4/10/2008 12:00:00 AM
Insect Collection 9949,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,North Carolina,Swain,At Campground 86,Great Smoky Mountains National Park,Hazel Creek,35.4744,-83.7245,531,10,05/29/2003, ,B.D. Heinold,Blacklight,Stream,M. Meyer,2003, , , , , , , ,3, , ,Vial,8/22/2003 12:00:00 AM,4/10/2008 12:00:00 AM
Insect Collection 38755,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Livingston,"10 KM SSW of Fairbury, IL; Upstream of County Rd 300N.", ,Indian Creek,40.6703,-88.5478, ,10,05/27/2004, ,"R.E. DeWalt, B.M. Sangunett",Dip net,Stream,R.E. DeWalt,2004, , , ,1, , , , , , ,Vial,10/7/2004 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 38788,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Vermilion,5 km NE Oakwood,Hiked in from park rd,Middle Fork Vermilion River,40.15172,-87.73648, ,10,05/11/2004, ,"R.E. DeWalt, B.M. Sangunett",Dip net,Stream,BM Sangunett,2004, , , , ,1, , , , , ,Vial,10/20/2004 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4595,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,Ontario, ,Ontario Fisheries Research Laboratory,Algonquin Provincial Park,Costello Lake,45.59936,-78.33003, ,1000,06/20/1939, ,W.M. Sprules, , , , , , , , , , , ,1, , ,Vial,10/23/1998 12:00:00 AM,5/1/2014 12:00:00 AM
Ephemeroptera 16705,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Henry,"6 km SE Annawan, @ Co.-Rd. 1400N; 4th PM T16N R5E S25: 41.3525N Lat. 89.867W Long.", ,King Creek,41.3525,-89.867, ,1000,05/12/1998, ,"S. Altenburg, H. Fox", , , , , , , , ,1, , , , , ,Vial,12/21/1999 12:00:00 AM,6/25/2012 12:00:00 AM
Ephemeroptera 16321,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,2.3 km SSW Scraper-Moecherville, ,Waubansee Creek,41.7261,-88.2863, ,1000,06/19/1999, ,"S. Davey, R.W. Vol", , , , , , , , ,1, , , , , ,Vial,11/19/1999 12:00:00 AM,7/3/2012 12:00:00 AM
Ephemeroptera 16322,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,2.3 km SSW Scraper-Moecherville, ,Waubansee Creek,41.7261,-88.2863, ,1000,06/19/1999, ,"S. Davey, R.W. Vol", , , , , , , , ,6, , , , , ,Vial,11/19/1999 12:00:00 AM,7/3/2012 12:00:00 AM
Ephemeroptera 16576,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,8 km NW Huntley at Seeman Rd, ,South Branch Kishwaukee River,42.21959,-88.4914, ,1000,06/02/1998, ,R.E. DeWalt, , ,R.E. DeWalt,1999, , , , ,1, , , , , ,Vial,12/7/1999 12:00:00 AM,7/12/2012 12:00:00 AM
Insect Collection 5279,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,Pecatonica,Sumner Park-Pecatonica,Pecatonica River,42.3179,-89.3639, ,10,06/16/2002, ,R.E. DeWalt,Hand,Submerged Wood,R.E. DeWalt,2002, , , , ,1, , , , , ,Vial,6/21/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 9475,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,5.5 km Richmond,Glacial Park-McHenry County Conservation District,Unnamed Tributary Nippersink Creek,42.43143,-88.33998, ,10,05/02/2002, ,R.E. DeWalt,Hand,Stream,R.E. DeWalt,2002, , , , ,8, , , , , ,Vial,10/25/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 655298,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.2 mi NE Durand, ,Otter Creek,42.444,-89.2962, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,14, , , , , ,Vial,8/19/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 9612,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.2 mi NE Durand, ,Otter Creek,42.444,-89.2962, ,10,05/14/2001, ,R.E. DeWalt,Dip net,Stream,R.E. DeWalt,2001, , , , ,75, , , , , ,Vial,1/18/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564272,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Schoolcraft,Germfask at MI-77, ,Manistique River,46.23211,-85.92879, ,10,06/01/2010, ,"R.E. DeWalt, et al.", , ,L. Jacobus,2011, , , , ,1, , , , , ,Vial,12/5/2011 12:00:00 AM,2/3/2012 12:00:00 AM
Insect Collection 164944,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Iowa,Delaware,4.5 km W of Delaware on Hwy 20, ,Spring Branch,42.46962,-91.40008, ,1000,06/19/2000, ,R.E. DeWalt, , ,R.E. DeWalt,2006, , , , ,2, , , , , ,Vial,2/7/2014 12:00:00 AM,3/24/2015 12:00:00 AM
Insect Collection 565910,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Ohio,Hocking, , ,Salt Creek,39.36277,-82.65796, ,10000,04/18/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,3, , , , , ,Vial,6/21/2012 12:00:00 AM,3/12/2018 12:00:00 AM
Ephemeroptera 14745,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,2.5 km E Valley View, ,Brewster Creek,41.96843,-88.2633, ,1000,05/20/1999, ,"R.E. DeWalt, V.R. Block", ,in collection,R.E. DeWalt,1999, , , , ,1, , , , , ,Vial,2/8/2000 12:00:00 AM,11/19/2010 12:00:00 AM
Insect Collection 577902,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Lee,7 km NW Franklin Grove,Nachusa Grasslands,Wade Creek,41.88123,-89.35921, ,1000,07/18/2012, ,R.E. DeWalt,UV Light, ,R.E. DeWalt,2012, , , , , , , ,3, , ,Vial,8/9/2012 12:00:00 AM,8/16/2016 12:00:00 AM
Insect Collection 791281,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Manistee,Wellston, ,tributary [Pine Creek] Manistee River,44.21242,-85.95785, ,1000,05/29/1939, ,"T.H. Frison, H.H. Ross", , , , , , , , ,1, , , , , ,Vial,5/1/2015 12:00:00 AM,5/1/2015 12:00:00 AM
Insect Collection 630829,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Grant,Ellenboro at WI-81, ,Platte River,42.78756,-90.61086, ,10,03/11/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,8, , , , , ,Vial,2/11/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 38425,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Tennessee,Blount,300 m upstream of Chilhowee Lake,Great Smoky Mountains National Park,Shop Creek,35.53083,-83.98783,268,10,07/01/2004, ,R.E. DeWalt,Hand,stream,R.E. DeWalt,2004, , , , ,3, , , , , ,Vial,7/26/2004 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32572,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Whiteside,0.45 km S Spring Valley, ,Otter Creek,41.9026,-90.0363, ,10,05/10/2002, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2003, , , , ,257, , , , , ,Vial,11/15/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 654416,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,6 km N Pecatonica @ Pecatonica Rd., ,Pink Creek,42.3699,-89.3591, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,16, , , , , ,Vial,9/13/2013 12:00:00 AM,9/14/2013 12:00:00 AM
Insect Collection 654418,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,6 km N Pecatonica @ Pecatonica Rd., ,Pink Creek,42.3699,-89.3591, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,7, , , , , ,Vial,9/13/2013 12:00:00 AM,9/14/2013 12:00:00 AM
Insect Collection 654420,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,6 km N Pecatonica @ Pecatonica Rd., ,Pink Creek,42.3699,-89.3591, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,18, , , , , ,Vial,9/13/2013 12:00:00 AM,9/14/2013 12:00:00 AM
Insect Collection 3810,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,6 km N Pecatonica @ Pecatonica Rd., ,Pink Creek,42.3699,-89.3591, ,10,05/10/2001, ,R.E. DeWalt, ,Stream margin,R.E. DeWalt,2002, , , , ,885, , , , , ,Vial,11/14/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 655388,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Peoria,1 km S Edwards, ,Kickapoo Creek,40.74081,-89.74873, ,10,04/20/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,3, , , , , ,Vial,8/28/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 3893,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Peoria,1 km S Edwards, ,Kickapoo Creek,40.74081,-89.74873, ,10,04/18/2001, ,R.E. DeWalt, ,Stream margin,R.E. DeWalt,2002, , , , ,1, , , , , ,Vial,11/16/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3934,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McDonough,6.0 km SE Bushnell, ,South Fork Shaw Creek,40.5252,-90.4486, ,10,05/07/1999, ,R.E. DeWalt, ,Stream margin,R.E. DeWalt,2002, , , , ,1, , , , , ,Vial,11/19/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32083,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,1.5 km NW Crystal Vista, ,Kishwaukee River,42.25,-88.385, ,10,05/13/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,58, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32090,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,1.5 km NW Crystal Vista, ,Kishwaukee River,42.25,-88.385, ,10,05/13/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,12, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32092,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,1.5 km NW Crystal Vista, ,Kishwaukee River,42.25,-88.385, ,10,05/13/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,1, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32067,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,1.5 km NW Crystal Vista, ,Kishwaukee River,42.25,-88.385, ,10,05/13/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,30, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32070,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,McHenry,1.5 km NW Crystal Vista, ,Kishwaukee River,42.25,-88.385, ,10,05/13/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , ,1,2, , , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32100,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,5.2 km E Roscoe, ,South Kinnikinnick Creek,42.4121,-88.9477, ,10,05/19/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,59, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32110,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,5.2 km E Roscoe, ,South Kinnikinnick Creek,42.4121,-88.9477, ,10,05/19/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,118, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32119,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,5.2 km E Roscoe, ,South Kinnikinnick Creek,42.4121,-88.9477, ,10,05/19/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,94, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32123,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,5.2 km E Roscoe, ,South Kinnikinnick Creek,42.4121,-88.9477, ,10,05/19/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,118, , , , , ,Vial,11/26/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32133,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,5 km WNW Elgin, ,Tyler Creek,42.0889,-88.3741, ,10,06/24/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,9, , , , , ,Vial,11/27/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32142,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,5 km WNW Elgin, ,Tyler Creek,42.0889,-88.3741, ,10,06/24/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,1, , , , , ,Vial,11/27/2003 12:00:00 AM,2/3/2015 12:00:00 AM
